0,1,2
#43312e,#f2f0ef,#ae947f
#d78f3d,#84341e,#190b08
#b8b6ae,#0b0a09,#70594b
#6e4537,#cf936a,#f9f5f1
#3e5470,#7a96b5,#020202
#cbd7ca,#c19048,#37451b
0,0,0
#2d98cc,#533c35,#c0bbaf
#b9cae0,#606c73,#f2f7fb
#d1c1a3,#855246,#1f1718
#f5edec,#423032,#b58680
#5c4764,#1d161f,#cfb6aa
#f1f2f4,#281934,#8c7c8d
#b0ab81,#0d0c09,#47556a
#75685a,#312f2d,#d2d5d7
#d4d6c9,#433b2f,#b7834a
#9b9191,#fbfbfa,#191c2b
#272b30,#909daa,#d0d2da
#020201,#7d91ad,#2c2d2c
#c1ccb3,#171610,#89672f
#934730,#e4ab7f,#361713
#abc4de,#1a2d50,#73819e
#2b2522,#e9daad,#baa679
#685559,#d0bab0,#282121
#bdae85,#0b0a09,#614a2f
#4e3431,#d1be98,#8d815b
#263324,#d4c696,#9d5b44
#8f3743,#2b2c3e,#c4ac7f
#e8e570,#32abc8,#f1e22e
#0a0707,#fde9d7,#e32b3c
#fbfaf9,#a67191,#3d4274
#b47f5c,#1f1412,#f3ddcc
#96858d,#382a35,#dbe3e9
#4f5157,#9b9a98,#1e1a1c
#1b1916,#bfc4cb,#6d695e
#8a7b2c,#272815,#e6ba44
#623632,#b0a789,#0d1212
#0b0c0b,#81cb59,#43722f
#876149,#36221f,#a6a9a0
0,0,0
#141510,#595039,#dfd1ba
#1b0f0d,#57372d,#8f7f75
#a04c32,#ebdbce,#381519
#a07e5e,#2d2a26,#c4cfce
#d3af8a,#2a281d,#856348
#aa8c6d,#100c0c,#5c413f
#226a74,#c2a16a,#1f2d2c
#373838,#cca15e,#92c5de
#171c20,#7b7b5c,#f0eee6
#13110a,#cfc9bd,#605038
#e2d1bd,#1a130e,#9c883f
#552c17,#c65935,#1a0903
#11161d,#585a63,#adbbc9
#cbb07f,#69452b,#498bd3
#6c1b21,#749eb0,#d4e0d6
#d6d8c0,#72a5cc,#886638
#7f795b,#383524,#cccdbb
#b79e9b,#faf8f9,#7a4956
#956e61,#0f1518,#e1e6e3
#120101,#d4cfce,#5a0f0e
#070708,#4e463b,#b5ab9f
#c4aca2,#1b0903,#7a4a2f
#0f0c0a,#f7f7f4,#956943
#5c4f47,#e5e25c,#f9f6f1
#846553,#f0e0ba,#140f13
#3a2121,#b1a4a4,#fdfdfd
#f8f8f8,#3f3f40,#9da0a6
#f3e5b3,#d3b45d,#684b2d
#38596d,#90adc0,#19151d
#4a2d1b,#9ba5a9,#f5f4f3
#050707,#4d7880,#bb968a
#06030b,#697d92,#25314f
#badbb9,#c69033,#282718
#d4c739,#7ca6cd,#393d29
#dac5c4,#267aaf,#806952
#c7c398,#875530,#292618
#150f0d,#7e6858,#d4bc98
#282a27,#e7e9bc,#a9705b
#2d3e58,#d7d0c4,#b27566
#614e37,#c3a57c,#30eeed
#1e1c16,#af1323,#727139
#b78e58,#e3eff0,#2e4029
#faf6f0,#25151b,#d99b67
#881813,#e5c29b,#240505
#76d2ed,#7d8a7b,#1c2525
#c9b160,#b1893f,#7f140b
#a63c3d,#290809,#ddbcbc
#f4f3ec,#777675,#0f0f0f
#ddd7d2,#b0693f,#151120
#baafaa,#222120,#666274
#f4e9d3,#263d4c,#d1a46a
#bcaba5,#545186,#33252a
#f5ece6,#6c4d4d,#21191f
#dbd2b8,#387688,#142227
#263f6f,#9a9095,#eeeeea
#c5c4c9,#876667,#1c0b0b
#dad3d9,#92776d,#2d3638
#121615,#daceb3,#546d61
#161111,#d2bda5,#6e6056
#ddd1c5,#7c3a27,#050101
#f9e203,#edf0f0,#3a555c
#cfd4c4,#8a5a4c,#b1ae90
#173150,#9a7849,#d6ceb0
#d2cfbc,#f4f0d5,#969390
#b27938,#23110b,#f9f5e5
0,0,0
#567a5f,#151911,#c4d2ca
#544d5b,#f8d41b,#e29d99
#293a56,#aa6757,#e2d0c0
#272423,#ebdeda,#bc6747
#788353,#cbc79f,#21241c
#2b2a1b,#a19382,#63644f
#5d6550,#99a795,#dce3cc
#c18135,#382e2e,#e7e4c2
#fbfbf8,#120d09,#f0b81a
#a49356,#d1c6bd,#433a2c
#99a9a2,#54392c,#eadfdd
#1e0b0a,#dba195,#c8243c
#e6d7bb,#040303,#715b4a
#1b0d0c,#eec699,#7a412e
#a31418,#050628,#345e67
#45423d,#070606,#9f958c
#292828,#eff0ef,#b27658
#141c30,#babbbf,#80424d
#68483f,#9a9278,#29261a
#f2f1f0,#3e352e,#948a7d
#311e1c,#7d3a2f,#b66943
#121317,#b42237,#a5a9a5
#d0b37d,#865328,#1c130b
#2c1a09,#a09064,#74603a
0,0,0
#c3b19b,#312a22,#f9f9f7
#d7d9e0,#050a0e,#346c99
#75ccde,#7d6070,#05090a
#1a96c3,#6d4b35,#ebe365
#d0c7b6,#bb4f22,#0e0f0d
#b8a490,#46454f,#f2f0f2
#cab886,#170e0a,#774d31
#e4cdbf,#080101,#aa3518
#2e252f,#c6e6e2,#d39460
#069bd2,#474f49,#cfc3b5
#e7e0d8,#2d1627,#796787
#c07e4e,#6a2a17,#f7f2ee
#7d473d,#c9ae99,#1f0f0e
#121313,#d1c4ad,#7c6d67
#151d1a,#69a383,#ede5d3
0,0,0
#2d2117,#9b7d3b,#ecd89f
#797442,#0c0b08,#d0d9d0
#863835,#cc8831,#e2cb9a
#e2d5bd,#080a08,#943b27
#9f5e52,#ece8a1,#382d2d
#a09b42,#d7e9c7,#194118
#5b595c,#aac3d1,#f3f8fa
#476a91,#0d0e19,#dbe6eb
#816a58,#82b0c5,#bfd9e6
#29283f,#bbc1bd,#994a34
#976f35,#d5b170,#412c1b
#3f5891,#2c1f15,#d8d2ce
#5b8ca2,#0c2331,#d2dee2
#7e5446,#352927,#ddc7ac
#4a362a,#8cb3e7,#caa041
#babfcb,#915b30,#181116
#85583b,#1f1515,#e4d9ce
#bba3a8,#fdfcfc,#3c1321
#907f80,#442626,#eef1f5
#090403,#d8ab68,#653d21
#ecaa26,#9c4220,#1f0404
#482521,#9d5f51,#edcda8
#231814,#8d4332,#be9a80
#462222,#caa579,#fbfaf8
#21110d,#be7749,#f1ede1
0,0,0
#e5d5d9,#c8774c,#461613
#c4b29b,#f2ab0f,#652c14
#b52a2d,#340b0e,#f3eeed
0,0,0
#9c6736,#f1e3d3,#a4c0d9
#dfc09e,#2a1c1a,#9b6f4a
#19444d,#f2f2d9,#808f7b
#968171,#241814,#eef5f8
#bba98e,#120b0a,#933132
#211e1a,#c5c5ba,#7f7c65
#8a413c,#4d2022,#bf8a87
#887163,#542a21,#0d0403
#141417,#b5a7a5,#29e6f4
#c2bac0,#0a090a,#6e444a
#ddd1be,#63371a,#8c90a7
#3a6874,#bddbda,#08131a
#aeaeae,#efe667,#1a171e
#4d6467,#adc3c3,#131b1d
#ae8d7b,#4e3d33,#131210
#090b10,#c9cdd2,#3a5474
#d5c8c7,#340e16,#8d322f
#8b4d55,#e5e1de,#282a33
#464c50,#adb5b8,#0d0e0f
#d0d0bd,#fcfcfa,#89877e
#8d99a1,#565055,#bec9cf
#bdb0ac,#6e4a35,#0d0a0a
#306d96,#0d0c0c,#bfa961
#f8eced,#754057,#c1889f
#f9b952,#22252c,#ae5e3e
#807863,#030403,#384427
#a07c6d,#463c3e,#d3beb6
#366488,#202226,#adbdbe
#2e2e30,#84888b,#cfd0cf
#ece6e6,#8f6459,#130d0d
#bf8168,#624031,#eedad5
#d47951,#331a19,#eeeded
#1e140d,#cdccbc,#5d4f3b
#27262f,#495170,#cddc70
#3f4433,#c4aa96,#77777a
#0a0808,#b2a79e,#55453f
#7c0805,#efe005,#e63008
#f8f7f7,#281512,#a4876a
#2d4973,#bb382a,#f6f5f5
#1a5079,#6698b5,#cad7e0
#b34627,#c2b3ac,#f1efee
#030405,#f6f10b,#20bfd8
#f4f3f5,#6e4752,#919cb8
#913222,#251518,#e69854
#6e737b,#bcccd8,#272226
#b48681,#c5362e,#382625
#425464,#c8b988,#1074a7
#0b0809,#793d39,#dce2e7
#473b33,#d7dee3,#a48e7c
#503f2d,#7ba3cc,#cacad5
#f5f3ef,#2d211d,#a78e70
#f5f4ef,#a78e70,#2d211d
#100f15,#5b6a6e,#eae8e8
#aba8aa,#e5ecec,#3a2d3f
#b0aca6,#090908,#514945
#0e0b0b,#917a72,#f6f5f4
#e4c9b8,#3a3025,#91765b
#a2211f,#3d0f0e,#050202
#1c1c1c,#6d6d6d,#d5d5d5
#101b35,#eacbc2,#55876d
#ebc5a9,#717565,#14110e
#332124,#e6bb44,#a3693d
#322420,#96513a,#dcc28b
#ded7cb,#ca672b,#23211f
#2491cc,#7f5c33,#aed2e7
#d1c7a5,#231f1d,#766d64
#f9fbfb,#a5cbd7,#04bef4
#a4744c,#efe4d1,#291f1d
#8c6652,#e7cfb6,#141110
#aac7dd,#181e27,#446992
#8f9590,#060808,#3b504c
#a9ca72,#ecebda,#40234f
#493534,#060505,#9c9c9c
#d9c0a5,#523327,#89634e
#d0d2d1,#874547,#0f100d
#e7794b,#372d2c,#a1c8c5
#2a181d,#949192,#f8f9f7
#7d5d44,#ceb37d,#312017
#a63d41,#cfa17d,#f9f5f4
#1f3254,#050814,#6292a7
#201315,#9b7361,#e6e8e6
#ecc9c9,#ab393c,#200f0f
#ceb28a,#1f110c,#7f5332
#f8f6f3,#423a2e,#82776c
#bbddda,#0e110d,#5d706b
#47574c,#e9ebe7,#949b91
#afafaf,#5e4c4d,#0f0d0d
#c0ced2,#372a2e,#8b8783
#dde0d8,#e47f5a,#496254
#1e1915,#695b4c,#bfb4aa
#32333a,#828ea2,#50586b
#801f1e,#261915,#a4a199
#191c13,#ddc1a0,#904e31
#2e3437,#121617,#7a7b7b
#aab1b1,#d3d7d8,#616767
#85b2d5,#5f2f2d,#ecb522
#a4a390,#d5d6c7,#827350
#b7a49e,#ebeaea,#424150
#fcfcfc,#6b4d3a,#a5a59b
#a59079,#efe5cf,#251810
#ceab92,#3d2029,#73c2e1
#0b0c06,#484d2c,#b8b8b8
#352210,#81602d,#c7a15d
#050000,#830000,#d40000
#faf6ed,#a18f78,#1b1815
#ececeb,#0e0906,#895a44
#151515,#efeadc,#878582
#ccc4bc,#4a4c52,#030405
#6e97a5,#f0eeed,#392626
#fcfcfc,#3c2a2d,#a7a4a7
#7c314a,#19050c,#ecaec7
#e5e0cd,#4f3f23,#d0a933
#ca5269,#18161f,#d4dfef
#857c51,#e3d616,#283e3a
#93806e,#2d1810,#cfc5b6
#162224,#e4e6e5,#6d7b7a
#babfbf,#3c3935,#ea9928
#eee1c7,#402116,#a67c48
#fdfcfb,#282628,#d27b84
#3a2c21,#a4a382,#eaead9
#1e201b,#cacfb9,#686a5d
#666666,#d8d8d7,#161616
#f8f7f7,#9c5f6a,#422428
#e5e6e5,#9c9c9c,#1a1a1a
#56559a,#aaa8bd,#f4f1f6
#c5dcab,#388d9a,#0c1d24
#523255,#c79642,#818eb9
#040403,#f8f8f7,#a3978a
#65462d,#b19a81,#ede0d1
#762220,#34100f,#b58e8d
#2a2525,#84433b,#fbf9f1
#7e3f30,#0d0809,#e1d5cd
#d4902d,#fbe8bc,#540805
#161b28,#765f6d,#e6e8e8
#070706,#f7f8f4,#747565
#b57f37,#f4f2ef,#100c09
#afd4e6,#cab06e,#211414
#733a2b,#fcfaf8,#d8998c
#e3e0d9,#8d7d74,#2e2b2b
0,0,0
#674441,#0e0c0c,#9f9692
#0c0e32,#bcab97,#703f43
#09589e,#c79e88,#221616
#6da5e9,#372a26,#b06945
